"","FY","VendorSize","Customer","Category","Portfolio","Amount"
"6094","2010","Small","Air Force","R&D","Aircraft and Drones",301247560
"6095","2010","Small","Air Force","R&D","Electronics and Communications",498625577
"6096","2010","Small","Air Force","R&D","Facilities and Construction",5274746
"6097","2010","Small","Air Force","R&D","Missile and Space Systems",198997859
"6098","2010","Small","Air Force","R&D","Other R&D and Knowledge Based",154497628
"6099","2010","Small","Air Force","R&D","Weapons and Ammunition",62508261
"6100","2010","Small","Air Force","Services","Aircraft and Drones",348440615
"6101","2010","Small","Air Force","Services","Electronics and Communications",746071846
"6102","2010","Small","Air Force","Services","Facilities and Construction",2308992884
"6103","2010","Small","Air Force","Services","Land Vehicles",11418156
"6104","2010","Small","Air Force","Services","Missile and Space Systems",31976900
"6105","2010","Small","Air Force","Services","Other R&D and Knowledge Based",1918524359
"6106","2010","Small","Air Force","Services","Other Services",506553464
"6107","2010","Small","Air Force","Services","Ships & Submarines",1925578
"6108","2010","Small","Air Force","Services","Weapons and Ammunition",32471342
"6109","2010","Small","Army","NULL","NULL",-200314
"6110","2010","Small","Army","Products","Aircraft and Drones",579466698
"6111","2010","Small","Army","Products","Electronics and Communications",1836298945
"6112","2010","Small","Army","Products","Facilities and Construction",1746800629
"6113","2010","Small","Army","Products","Land Vehicles",568444743
"6114","2010","Small","Army","Products","Missile and Space Systems",78499588
"6115","2010","Small","Army","Products","Other Products",1782290284
"6116","2010","Small","Army","Products","Ships & Submarines",68244307
"6117","2010","Small","Army","Products","Weapons and Ammunition",1079373556
"6118","2010","Small","Army","R&D","Aircraft and Drones",51329969
"6119","2010","Small","Army","R&D","Electronics and Communications",178263382
"6120","2010","Small","Army","R&D","Land Vehicles",116291618
"6121","2010","Small","Army","R&D","Missile and Space Systems",620781123
"6122","2010","Small","Army","R&D","Other R&D and Knowledge Based",1007037636
"6123","2010","Small","Army","R&D","Ships & Submarines",434841
"6124","2010","Small","Army","R&D","Weapons and Ammunition",9603782
"6125","2010","Small","Army","Services","Aircraft and Drones",142889483
"6126","2010","Small","Army","Services","Electronics and Communications",1391640357
"6127","2010","Small","Army","Services","Facilities and Construction",12573978773
"6128","2010","Small","Army","Services","Land Vehicles",58227014
"6129","2010","Small","Army","Services","Missile and Space Systems",131062427
"6130","2010","Small","Army","Services","Other R&D and Knowledge Based",4197292673
"6131","2010","Small","Army","Services","Other Services",1029837382
"6132","2010","Small","Army","Services","Ships & Submarines",77919687
"6133","2010","Small","Army","Services","Weapons and Ammunition",20914998
"6134","2010","Small","DLA","Products","Aircraft and Drones",1301815148
"6135","2010","Small","DLA","Products","Electronics and Communications",646636594
"6136","2010","Small","DLA","Products","Facilities and Construction",710873684
"6137","2010","Small","DLA","Products","Land Vehicles",496190038
"6138","2010","Small","DLA","Products","Missile and Space Systems",12565700
"6139","2010","Small","DLA","Products","Other Products",3096859235
"6140","2010","Small","DLA","Products","Ships & Submarines",977506213
"6141","2010","Small","DLA","Products","Weapons and Ammunition",121645916
"6142","2010","Small","DLA","R&D","Aircraft and Drones",-634680
"6143","2010","Small","DLA","R&D","Other R&D and Knowledge Based",16036187
"6144","2010","Small","DLA","Services","Aircraft and Drones",294460
"6145","2010","Small","DLA","Services","Electronics and Communications",180184793
"6146","2010","Small","DLA","Services","Facilities and Construction",171409119
"6147","2010","Small","DLA","Services","Land Vehicles",5143738
"6148","2010","Small","DLA","Services","Missile and Space Systems",17519
"6149","2010","Small","DLA","Services","Other R&D and Knowledge Based",80707595
"6150","2010","Small","DLA","Services","Other Services",6945727
"6151","2010","Small","DLA","Services","Ships & Submarines",5032
"6152","2010","Small","DLA","Services","Weapons and Ammunition",5635
"6153","2010","Small","MDA","Products","Electronics and Communications",843066
"6154","2010","Small","MDA","Products","Facilities and Construction",5309217
"6155","2010","Small","MDA","Products","Land Vehicles",70159
"6156","2010","Small","MDA","Products","Missile and Space Systems",90818
"6157","2010","Small","MDA","Products","Other Products",36496
"6158","2010","Small","MDA","R&D","Missile and Space Systems",174521045
"6159","2010","Small","MDA","R&D","Other R&D and Knowledge Based",5616417
"6160","2010","Small","MDA","R&D","Ships & Submarines",94255
"6161","2010","Small","MDA","Services","Electronics and Communications",1347834
"6162","2010","Small","MDA","Services","Facilities and Construction",-54850
"6163","2010","Small","MDA","Services","Missile and Space Systems",1962939
"6164","2010","Small","MDA","Services","Other R&D and Knowledge Based",61622664
"6165","2010","Small","MDA","Services","Other Services",1633918
"6166","2010","Small","MDA","Services","Weapons and Ammunition",7312681
"6167","2010","Small","MilitaryHealth","Products","Electronics and Communications",797733
"6168","2010","Small","MilitaryHealth","Products","Facilities and Construction",5572
"6169","2010","Small","MilitaryHealth","Services","Electronics and Communications",164805
"6170","2010","Small","MilitaryHealth","Services","Facilities and Construction",2472
"6171","2010","Small","MilitaryHealth","Services","Other R&D and Knowledge Based",2811712
"6172","2010","Small","Navy","NULL","NULL",0
"6173","2010","Small","Navy","Products","Aircraft and Drones",286569597
"6174","2010","Small","Navy","Products","Electronics and Communications",1388607665
"6175","2010","Small","Navy","Products","Facilities and Construction",574947262
"6176","2010","Small","Navy","Products","Land Vehicles",174791415
"6177","2010","Small","Navy","Products","Missile and Space Systems",15272236
"6178","2010","Small","Navy","Products","Other Products",652887622
"6179","2010","Small","Navy","Products","Ships & Submarines",528763160
"6180","2010","Small","Navy","Products","Weapons and Ammunition",185671842
"6181","2010","Small","Navy","R&D","Aircraft and Drones",34101063
"6182","2010","Small","Navy","R&D","Electronics and Communications",719080762
"6183","2010","Small","Navy","R&D","Facilities and Construction",3027255
"6184","2010","Small","Navy","R&D","Land Vehicles",3005221
"6185","2010","Small","Navy","R&D","Missile and Space Systems",64075403
"6186","2010","Small","Navy","R&D","Other R&D and Knowledge Based",576111767
"6187","2010","Small","Navy","R&D","Ships & Submarines",105088521
"6188","2010","Small","Navy","R&D","Weapons and Ammunition",45552305
"6189","2010","Small","Navy","Services","Aircraft and Drones",149923879
"6190","2010","Small","Navy","Services","Electronics and Communications",1124673390
"6191","2010","Small","Navy","Services","Facilities and Construction",3468556093
"6192","2010","Small","Navy","Services","Land Vehicles",20425943
"6193","2010","Small","Navy","Services","Missile and Space Systems",57233881
"6194","2010","Small","Navy","Services","Other R&D and Knowledge Based",2365422205
"6195","2010","Small","Navy","Services","Other Services",1297933969
"6196","2010","Small","Navy","Services","Ships & Submarines",1007554300
"6197","2010","Small","Navy","Services","Weapons and Ammunition",9957622
"6198","2010","Small","Other DoD","NULL","NULL",-21207
"6199","2010","Small","Other DoD","Products","Aircraft and Drones",69570174
"6200","2010","Small","Other DoD","Products","Electronics and Communications",702322597
"6201","2010","Small","Other DoD","Products","Facilities and Construction",67861455
"6202","2010","Small","Other DoD","Products","Land Vehicles",3741669
"6203","2010","Small","Other DoD","Products","Missile and Space Systems",-1061699
"6204","2010","Small","Other DoD","Products","Other Products",-7421018
"6205","2010","Small","Other DoD","Products","Ships & Submarines",17505151
"6206","2010","Small","Other DoD","Products","Weapons and Ammunition",320351
"6207","2010","Small","Other DoD","R&D","Aircraft and Drones",4664014
"6208","2010","Small","Other DoD","R&D","Electronics and Communications",36527624
"6209","2010","Small","Other DoD","R&D","Land Vehicles",-109249
"6210","2010","Small","Other DoD","R&D","Missile and Space Systems",-27065253
"6211","2010","Small","Other DoD","R&D","Other R&D and Knowledge Based",265027968
"6212","2010","Small","Other DoD","R&D","Ships & Submarines",-141431
"6213","2010","Small","Other DoD","R&D","Weapons and Ammunition",-182604
"6214","2010","Small","Other DoD","Services","Aircraft and Drones",28520179
"6215","2010","Small","Other DoD","Services","Electronics and Communications",1040376425
"6216","2010","Small","Other DoD","Services","Facilities and Construction",125999840
"6217","2010","Small","Other DoD","Services","Land Vehicles",1469
"6218","2010","Small","Other DoD","Services","Missile and Space Systems",-697077
"6219","2010","Small","Other DoD","Services","Other R&D and Knowledge Based",628642968
"6220","2010","Small","Other DoD","Services","Other Services",191587568
"6221","2010","Small","Other DoD","Services","Ships & Submarines",3387156
"6222","2010","Small","Other DoD","Services","Weapons and Ammunition",4974178
"6223","2010",NA,"Air Force","Products","Aircraft and Drones",-1210873
"6224","2010",NA,"Air Force","Products","Electronics and Communications",21804820
"6225","2010",NA,"Air Force","Products","Facilities and Construction",719288
"6226","2010",NA,"Air Force","Products","Missile and Space Systems",61539
"6227","2010",NA,"Air Force","Products","Other Products",3948554
"6228","2010",NA,"Air Force","Products","Weapons and Ammunition",-291
"6229","2010",NA,"Air Force","R&D","Aircraft and Drones",699597
"6230","2010",NA,"Air Force","R&D","Electronics and Communications",13794634
"6231","2010",NA,"Air Force","R&D","Missile and Space Systems",18395677
"6232","2010",NA,"Air Force","R&D","Other R&D and Knowledge Based",-283013
"6233","2010",NA,"Air Force","Services","Aircraft and Drones",34209476
"6234","2010",NA,"Air Force","Services","Electronics and Communications",113009202
"6235","2010",NA,"Air Force","Services","Facilities and Construction",15140264
"6236","2010",NA,"Air Force","Services","Missile and Space Systems",723210
"6237","2010",NA,"Air Force","Services","Other R&D and Knowledge Based",56258896
"6238","2010",NA,"Air Force","Services","Other Services",183437
"6239","2010",NA,"Air Force","Services","Weapons and Ammunition",127959
"6240","2010",NA,"Army","Products","Aircraft and Drones",1309844
"6241","2010",NA,"Army","Products","Electronics and Communications",566583889
"6242","2010",NA,"Army","Products","Facilities and Construction",3162080
"6243","2010",NA,"Army","Products","Land Vehicles",64116
"6244","2010",NA,"Army","Products","Missile and Space Systems",831164
"6245","2010",NA,"Army","Products","Other Products",6569250
"6246","2010",NA,"Army","Products","Weapons and Ammunition",130708
"6247","2010",NA,"Army","R&D","Aircraft and Drones",1028036
"6248","2010",NA,"Army","R&D","Electronics and Communications",2014461
"6249","2010",NA,"Army","R&D","Land Vehicles",0
"6250","2010",NA,"Army","R&D","Missile and Space Systems",100951828
"6251","2010",NA,"Army","R&D","Other R&D and Knowledge Based",2884370
"6252","2010",NA,"Army","R&D","Weapons and Ammunition",0
"6253","2010",NA,"Army","Services","Aircraft and Drones",-1451
"6254","2010",NA,"Army","Services","Electronics and Communications",51280585
"6255","2010",NA,"Army","Services","Facilities and Construction",51806438
"6256","2010",NA,"Army","Services","Land Vehicles",1241505
"6257","2010",NA,"Army","Services","Missile and Space Systems",-22337
"6258","2010",NA,"Army","Services","Other R&D and Knowledge Based",124177522
"6259","2010",NA,"Army","Services","Other Services",323426
"6260","2010",NA,"Army","Services","Weapons and Ammunition",-408
"6261","2010",NA,"DLA","Products","Aircraft and Drones",1615930
"6262","2010",NA,"DLA","Products","Electronics and Communications",3067521
"6263","2010",NA,"DLA","Products","Facilities and Construction",414000
