"","Fiscal.Year","Customer","SubCustomer","SubCustomer.component","SubCustomer.sum","SubCustomer.detail","PlatformPortfolio","PlatformPortfolio.sum","ProductServiceOrRnDarea","ServicesCategory.sum","ProductOrServiceCode","ProductOrServiceCodeText","Obligation.2014"
"1952",2009-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","MED","Services (Non-R&D)","Q301","LABORATORY TESTING SERVICES",0
"1953",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","5306","BOLTS",7.14170506912442e-06
"1954",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J065","MAINT-REP OF MEDICAL-DENTAL-VET EQ",3.88273149803361e-06
"1955",2006-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5985","ANTENNAS WAVEGUIDES & RELATED EQ",0.000442476958525346
"1956",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5962","MICROCIRCUITS, ELECTRONIC",2.81432487188655e-05
"1957",2008-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D308","IT AND TELECOM- PROGRAMMING",0.000251008676789588
"1958",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","4140","FANS AIR CIRCULATORS & BLOWER EQ",0.0001398568329718
"1959",2010-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","AD26","R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT)",1.7811296534018e-05
"1960",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","L070","TECH REP SVCS/ADP EQ & SUPPLIES",4.68433179723502e-06
"1961",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","4710","PIPE, TUBE AND RIGID TUBING",0.000180809110629067
"1962",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6110","ELECTRICAL CONTROL EQUIPMENT",0.000551982442590876
"1963",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","Advanced Component Development & Prototypes (6.4)","R&D","AD24","R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT)",0.000229498847926267
"1964",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","6610","FLIGHT INSTRUMENTS",-2.69390503984735e-06
"1965",2010-01-01,"Defense","Navy","Navy","Navy","Navy","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1005","GUNS, THROUGH 30 MM",0.00204224536799315
"1966",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Clothing & Subsistence","Products (All)","8410","OUTERWEAR, WOMEN'S",0.0161481539744965
"1967",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","4910","MOTOR VEHICLE MAINT EQ",2.70737456504658e-05
"1968",2012-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2.31696014828545e-05
"1969",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1710","AIRCRAFT LANDING EQUIPMENT",0.000473835011520737
"1970",2006-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5820","RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",0.000655316820276498
"1971",2009-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7030","ADP SOFTWARE",0.000422768413076424
"1972",2009-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","ERS","Services (Non-R&D)","J066","MAINT-REP OF INSTRUMENTS & LAB EQ",2.66014072310024e-05
"1973",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R710","FINANCIAL SERVICES",2.51105906843612e-07
"1974",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7025","ADP INPUT/OUTPUT & STORAGE DEVICES",0.000264322726804655
"1975",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","5340","HARDWARE",0.000103359060402685
"1976",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Fuels","Products (All)","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",0.000291936978683967
"1977",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5845","UNDERWATER SOUND EQUIPMENT",7.17894488719273e-05
"1978",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5925","CIRCUIT BREAKERS",-3.27108686529585e-08
"1979",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.000240054147465438
"1980",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","6940","COMMUNICATION TRAINING DEVICES",7.14860253676058e-06
"1981",2006-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Ground Vehicles","Products (All)","2630","TIRES, SOLID AND CUSHION",2.37661290322581e-05
"1982",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U012","EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING",1.77640997830803e-05
"1983",2000-01-01,"Defense","Navy","Navy","Navy","Navy","Other Services","Other","ERS","Services (Non-R&D)","J028","MAINT-REP OF ENGINES & TURBINES",0.000821897066811515
"1984",2007-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6695","COMBINATION & MISC INSTRUMENTS",0.00106534579638568
"1985",2009-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AD21","R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH)",0.00815761687594718
"1986",2002-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6220","ELEC VEHICULAR LIGHTS & FIXTURES",0.000676407754358574
"1987",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","4010","CHAIN AND WIRE ROPE",0.000989540130151844
"1988",2009-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","7520","OFFICE DEVICES AND ACCESSORIES",3.50433318900195e-05
"1989",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","5180","SETS KITS & OUTFITS OF HAND TOOLS",0
"1990",2005-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",0.000479680610177571
"1991",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Clothing & Subsistence","Products (All)","8905","MEAT, POULTRY, AND FISH",0.000183529972589679
"1992",2002-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",0.000723914910226386
"1993",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS",2.74804139635465e-05
"1994",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","ERS","Services (Non-R&D)","J998","NON-NUCLEAR SHIP REPAIR (EAST)",0.000292789587852495
"1995",2007-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D307","AUTOMATED INFORMATION SYSTEM SVCS",9.14468514984847e-06
"1996",2000-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6150","MISC ELECTRIC POWER & DISTRIB EQ",0.00030201928299837
"1997",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5940","LUGS TERMINALS & TERMINAL STRIPS",6.10618475698732e-06
"1998",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5950","COILS AND TRANSFORMERS",2.28816589202717e-05
"1999",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Ships & Submarines","Ships & Submarines","Ships","Products (All)","2040","MARINE HARDWARE AND HULL ITEMS",0.000749608474925342
"2000",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","7220","FLOOR COVERINGS",2.20938103231221e-05
"2001",2001-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","3990","MISC MATERIALS HANDLING EQ",0.00627654100529101
"2002",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Clothing & Subsistence","Products (All)","8415","CLOTHING, SPECIAL PURPOSE",0.00176687955999551
"2003",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","5331","O-RING",3.06941431670282e-07
"2004",2007-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7030","ADP SOFTWARE",0.000893045235155461
"2005",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5836","VIDEO RECORDING AND REPRODUCING EQU",6.90531453362256e-05
"2006",2009-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","8305","TEXTILE FABRICS",9.52803637150899e-05
"2007",2008-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Services","Other","ERS","Services (Non-R&D)","K099","MOD OF MISC EQ",0.000177368557483731
"2008",2012-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","7240","HOUSEHOLD & COMM UTIL CONTAINERS",6.36906600762022e-06
"2009",2002-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","7105","HOUSEHOLD FURNITURE",0.000126316679677335
"2010",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R425","ENGINEERING AND TECHNICAL SERVICES",0.0138302247390279
"2011",2009-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6605","NAVIGATIONAL INSTRUMENTS",5.46817492963845e-05
"2012",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Fuels","Products (All)","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",3.86126389044786e-06
"2013",2011-01-01,"Defense","DLA","DLA","Other DoD","DLA","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","4920","AIRCRAFT MAINT & REP SHOP EQ",0.000140798153587914
"2014",2008-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1560","AIRFRAME STRUCTURAL COMPONENTS",0.000212054587852495
"2015",2012-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5342","HARDWARE, WEAPON SYSTEM",7.1594078879621e-05
"2016",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2910","ENGINE FUEL SYS COMPONENTS NONAIR",5.32565044062107e-05
"2017",2010-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Facilities and Construction","Facilities and Construction","Other","Products (All)","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",-8.60420838682071e-05
"2018",2007-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Engines & Power Plants","Products (All)","6135","BATTERIES, NONRECHARGEABLE",0
"2019",2012-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","ICT","Services (Non-R&D)","D399","IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS",0.000115464009885697
"2020",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.00149432820743069
"2021",2012-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6605","NAVIGATIONAL INSTRUMENTS",9.20043146946761e-05
"2022",2008-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Other","Products (All)","3110","BEARINGS, ANTIFRICTION, UNMOUNTED",0.000306274685466377
"2023",2012-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.000282631036968386
"2024",2012-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4730","FITTINGS - HOSE PIPE & TUBE",1.68472042014211e-05
"2025",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6210","INDOOR & OUTDOOR ELEC LIGHTING FIXT",5.17678751823998e-06
"2026",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",0.000909426267281106
"2027",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","6910","TRAINING AIDS",3.58578199566161e-05
"2028",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","4250","RECYCLING AND RECLAMATION EQUIPMENT",2.98058143450443e-05
"2029",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1620","AIRCRAFT LANDING GEAR COMPONENTS",0.0106318139425094
